targeted_phenomenon,gold_label,id,sentence1,sentence2
counting,contradiction,38,"Maryann has visited Delta, Ocean City, Stockton, Somerville, Spokane, Kittery, Fairbanks, Oak Harbor, Paris, Indiana, Menlo Park, Hyannis, Manti, Salem, Hibbing, Layton, South San Francisco, Brigham City, Palm Bay, De Land, McAllen, La Junta, Pecos, East Saint Louis, Superior, Alva, Defiance, Keokuk, Chillicothe, Jeannette and Silver Spring",Maryann has visited more than thirty-five places
counting,entailment,39,"Sandra has visited Conway, Shelton, Merced, Douglas, Manchester, Aberdeen, Butte, Canton and Baraboo",Sandra has visited more than eight places
counting,neutral,40,Lorraine has visited only four places or only one people,"Lorraine has visited Wauwatosa, Fargo, Erie, Harlingen and Torrington"
counting,contradiction,41,Alison has visited only seventeen places and only eleven people,"Alison has visited Virden, Derry, Dothan, Sturgeon Bay, Connersville, Webster City, Fargo, Plymouth, Saint George, Adrian, Bloomfield, Perry, Beckley, Caribou, Grafton, Watkins Glen, Baton Rouge and Henderson"
counting,neutral,42,Jan has visited only thirty places or only sixteen people,"Jan has visited Waimea, Connersville, Idaho City, San Jose, Key West, Moab, Sumter, Raleigh, Duluth, Beaufort, Aurora, Vineland, South Holland, Carlinville, Harrodsburg, Rock Island, Neosho, Saint Charles, Ottawa, Milton, Charleston, Lamar, Mason City, DeKalb, New Britain, Truro, Barberton, Phoenix, East Moline, Salinas and Haverhill"
counting,neutral,43,Beth has visited only twenty-nine places,"Beth has visited Sun Valley, Iowa, Marinette, West Orange, Windsor Locks, Quincy, Gadsden, Sanford, Heber City, Columbus, Germantown, Attleboro, West Hartford, Carmel, East Lansing, Traverse City, New Harmony, Pittsburg, Carthage, Lock Haven, Butte and Newport Beach"
counting,neutral,44,Rose has visited only twenty-seven places,"Rose has visited Fairhaven, Stillwater, Winnemucca, Hilo, Weston, Bloomington, Minnesota, Merced, Peekskill, McMinnville, Lancaster, Gallatin, West Lafayette and Owensboro"
counting,neutral,45,Lee has visited only fourteen places or only four people,"Lee has visited North Adams, Sumter, Walsenburg, Merced, Eastchester, Decatur, Shepherdstown, Peru, Cranford, Libertyville, Millburn, Coupeville, Babylon, Dixon and Stratford"
counting,neutral,46,Bertha has visited only twelve people,"Bertha has visited Terry, Sue, Catherine and Esther"
counting,neutral,47,Norma has visited only eleven people,Norma has visited Carrie and Mabel
counting,contradiction,48,"Belinda has visited Wendy, Ramona, Violet, Regina, Sherri, Carla, Marcia, Joann, Heidi, Victoria, Lee, Jennie, Marguerite, Sonya, Lydia, Julie, Rhonda, Eunice, Theresa, Kristin, Carole, Joanne, Lynda, Donna, Jackie, Robin and Harriet",Belinda has visited less than twenty-six people
counting,neutral,49,Colleen has visited only fourteen places,"Colleen has visited Coral Gables, Roseburg, Orem, Homer and Lakehurst"
counting,neutral,50,Grace has visited only twenty-one people,"Grace has visited Glenda, Delores, Dianne, Sandy, Amanda, Constance, Margaret, Beulah, Rebecca, Maryann, Vickie, Lori, Beth, Rosemary, Sheryl, Doris, Tanya and Heather"
counting,neutral,51,Gloria has visited only twelve people,"Gloria has visited Joanna, Michele, Luz, Maryann, Guadalupe, Kristina, Ruby, Hilda and Heather"
counting,entailment,52,"Florence has visited Everett, Canton, Huntington Beach, Naugatuck, Chicopee, Havre, Mount Holly, New Windsor, Montrose, Morrilton, College Station, Harwich, Carlisle, Mansfield, Walpi, Gainesville and Asheville",Florence has visited less than twenty-one places
counting,neutral,53,Iris has visited only twelve places or only five people,"Iris has visited Janet, Geneva, Sabrina, Carolyn, Ella and Carla"
counting,neutral,54,Ada has visited only twenty-two places or only one people,"Ada has visited New Smyrna Beach, Brattleboro, Niagara Falls, Cooperstown, Clinton, Fontana, Pecos, Lancaster, Winona, Powell, Erie, Ashtabula, Stillwater, Chickasaw, Cody, Athens, Lebanon, Appleton, Carlsbad, Orangeburg, Memphis, Illinois and Fitzgerald"
counting,contradiction,55,Donna has visited only six people,"Donna has visited Leslie, Shelly, Natasha, Verna, Caroline, Diane and Faye"
counting,entailment,56,"Sarah has visited Cody, Shamokin, Santa Cruz, Nanticoke, Silver City and Wahiawa",Sarah has visited more than five places
counting,contradiction,57,Lola has visited only eleven places and only two people,"Lola has visited Duxbury, Edmond, Springfield, Alton, Ellsworth, Bedford, Franklin, Arkansas City, Takoma Park, Monterey, Irvington and Weymouth"
counting,entailment,58,"Lindsay has visited Enfield, Sarasota, Derby, Groton, Bellefontaine, Lake Charles, Sierra Vista, Compton, Sonoma, Harrisburg, Moab, Swarthmore, Oregon, Ossining, Cambridge, Wichita Falls, East Providence, Union, Northfield, Oneida, Boonesborough, Sioux City, Williamsburg, Kingsport, Manistee, Indio, Ocean City, Hobart and Oakland",Lindsay has visited more than twenty-eight places
counting,entailment,59,"Ada has visited Jennifer, Doris, Christine, Lorraine, Kimberly, Kristi, Marcia, Anna, Mae, Tonya, Claudia, Heidi, Carrie, Wilma, Maryann, Alma, Rachel, Robin and Vickie",Ada has visited more than eighteen people
counting,contradiction,60,Joyce has visited only nineteen places,"Joyce has visited Antioch, Chicopee, Watervliet, Saco, Truth or Consequences, Lovington, East Saint Louis, Tiverton, Iowa, The Village, Hartford, Dodge City, Lansing, Virginia City, Berlin, Ishpeming, San Fernando, McKinney, Valdosta and Madison"
counting,contradiction,61,"Carol has visited Escondido, Rochester, Duxbury, Bristol, Hopkinsville, Hagerstown, Rockville, Helena, Ecorse, Waimea, Payson, Toccoa, Buena Park, Eastchester, Charleston and San Felipe",Carol has visited more than twenty places
counting,neutral,62,Shelly has visited only fourteen people,"Shelly has visited Sandra, Kristy, Cecilia, Marguerite, Alison, Delores, Guadalupe, Shelley, Tina and Darlene"
counting,entailment,63,"Megan has visited Nicole, Courtney, Jennie, Clara, Annette, Vivian, Leah, Yolanda, Janie, Suzanne and Rosemary",Megan has visited more than ten people
counting,entailment,64,"Ida has visited Abbeville, Longview, Pascagoula, Bismarck, Salem, Honaunau, Bay Saint Louis, Wichita, Acoma, Abingdon, Nappanee and Hazard",Ida has visited less than fourteen places
counting,neutral,65,Jo has visited only seven people,"Jo has visited Annie, Judith and Bobbie"
counting,neutral,66,Christine has visited only twenty-two places,"Christine has visited Rochester, Kalispell, Arlington, Belle Fourche, Canton, Naples, Saint Ignace, Antioch, Darien and Fairfield"
counting,contradiction,67,"Nina has visited New Hope, North Kingstown, Kankakee, Iowa, Evanston, Littleton, Princeton, Greenville, Suffolk, Burlington, Billings, Sitka, Charleston, Saint Petersburg, Winchester, Santa Fe, Andersonville, Poughkeepsie, Hayward, Jasper, Fillmore, Long Beach, Bedford, Oroville, Bayonne, Mansfield, Warrensburg, Muskogee and Roselle",Nina has visited less than twenty-eight places
counting,contradiction,68,Pearl has visited only six places and only six people,"Pearl has visited Orange, Tullahoma, Saint Cloud, Ames, Genoa, Perth Amboy and Salt Lake City"
counting,contradiction,69,"Jo has visited Regina, Naomi, Blanche, Judith, Holly, Annie, Bonnie, Phyllis, Kimberly, Ruby, Sherri, Kristin and Jessie",Jo has visited less than twelve people
counting,neutral,70,Rosemary has visited only twenty-eight places or only seventeen people,"Rosemary has visited Tracy, Dana, Juana, Patricia, Megan, Becky, Hattie, Cassandra, Lydia, Marion, Felicia, Stacey, Erika, Christy, Pamela, Eva, Julie and Joy"
counting,contradiction,71,Terri has visited only eight places,"Terri has visited Hancock, Waycross, Red Bluff, Eau Claire, El Cerrito, Babylon, Missoula, Harlem and Ecorse"
counting,entailment,72,"Sheryl has visited Longmont, Boothbay Harbor, Hoboken, Overland Park, Berlin, Hillsborough and Shiprock",Sheryl has visited less than nine places
counting,neutral,73,Olivia has visited only sixteen people,"Olivia has visited Sonya, Lena, Laura, Alison, Antoinette, Martha, Olivia, Sarah, Velma and Tina"
counting,contradiction,74,Irene has visited only twenty-one places and only nine people,"Irene has visited Columbus, Westerly, Winona, Flagstaff, Lewistown, Laramie, Wallingford, Montpelier, Cleburne, Truth or Consequences, Auburn, Cohoes, Oregon City, Watervliet, Chelsea, Independence, San Angelo, Park Forest, Livermore, Honesdale, Chanute and Litchfield"
counting,contradiction,75,Connie has visited only five people,"Connie has visited Marguerite, Mary, Bertha, Elsie, Nicole and Bonnie"
counting,contradiction,76,Catherine has visited only thirty places and only nineteen people,"Catherine has visited Lancaster, Hilo, Cleveland Heights, Willingboro, Irvine, Grand Haven, Sarasota, Coeur d’Alene, Saint Albans, Champaign, Clifton, Glendale, Riverside, Rhode Island, Ontario, Edenton, Palmer, Andalusia, Hanover, Pompano Beach, Baytown, Kettering, Manhattan, Clovis, Anchorage, Simsbury, Chester, Canon City, Danville, Alcoa and Sunbury"
counting,entailment,77,"Lillie has visited Gardiner, Greenville, Peterborough, Port Angeles, Milledgeville and Hialeah",Lillie has visited more than five places
counting,entailment,78,"Katrina has visited Moses Lake, Smith Center, Amherst, Wisconsin Dells, Heber City, Douglas, Flint, Seminole, Charlestown, Lakewood, Bogalusa, Watervliet, Del Rio, Lebanon, Babylon, Wooster and Jamestown",Katrina has visited more than sixteen places
counting,contradiction,79,"Sylvia has visited Leah, Sabrina, Louise, Juanita, Yvette, Cathy, Connie, Rebecca, Julia, Ella, Hilda, Tara, Ruth, Sarah, Carol, Alison, Wendy, Tammy, Monica, Christy, Ramona, Maria, Sherri, Misty, Toni, Stacy, Natalie and Michele",Sylvia has visited less than twenty-seven people
counting,contradiction,80,Penny has visited only four places and only two people,"Penny has visited Natalie, Lydia and Violet"
monotonicity,neutral,1,no cats scratched no objects,no cats scratched no good wagons
monotonicity,entailment,2,every old beagle moved towards every object,some old beagle moved towards every old object
monotonicity,neutral,3,some dog did not sniff most hardwood chairs,most nice dogs did not sniff most hardwood chairs
monotonicity,neutral,4,most bats scratched a brown or black horse,every bat scratched a brown horse
monotonicity,neutral,5,a bulldog who some rabbit moved away from did not sleep,every bulldog who every nice rabbit moved away from did not sleep
monotonicity,contradiction,6,most old quadrupeds inspected some wheel,no old quadrupeds inspected some wheel
monotonicity,entailment,7,every animal who some brown bat hit was sad,every bad animal who a brown bat hit was sad
monotonicity,contradiction,8,every dog ran,some dog slept
monotonicity,entailment,9,most brown mammals slept,some mammal slept
monotonicity,entailment,10,no animals who some beagle stared at touched a brown cat,no horses who some brown beagle stared at touched a brown cat
monotonicity,neutral,11,a black quadruped touched some brown or black stallion,a black quadruped touched most brown or black stallions
monotonicity,contradiction,12,no brown or black bulldogs saw most badgers,some black bulldogs saw most badgers
monotonicity,contradiction,13,every poodle moved,some poodle slept
monotonicity,contradiction,14,no brown or black bulldogs saw most badgers,some brown bulldogs saw most badgers
monotonicity,contradiction,15,every cat inspected most wheelbarrows,every nice cat did not inspect most wheelbarrows
monotonicity,neutral,16,a black quadruped touched some brown or black stallion,a very black quadruped touched every black stallion
monotonicity,contradiction,17,most young animals who some beagle moved away from scratched most boxes,most young animals who some beagle moved away from did not scratch some boxes
monotonicity,neutral,18,some rabbit danced,some very nice rabbit danced
monotonicity,entailment,19,most mammals danced,most mammals moved
monotonicity,entailment,20,every animal who some brown bat hit was sad,an animal who some brown bat hit was sad
monotonicity,entailment,21,no old animals who were happy moved away from a plastic object,no old dogs who were happy moved away from a plastic object
monotonicity,contradiction,22,some old dog did not sleep,an old dog did not move
monotonicity,neutral,23,no young bulldogs inspected every young poodle,no bulldogs inspected some young poodle
monotonicity,neutral,24,a poodle who no beagles hit was happy,most good poodles who no dogs hit were happy
monotonicity,entailment,25,some quadruped sniffed every bulldog,some quadruped sniffed most good bulldogs
monotonicity,contradiction,26,every brown or black stallion touched no iron boxes,a brown or black stallion did not touch no iron boxes
monotonicity,neutral,27,most brown or black cats who most old bulldogs sniffed stared at a metal fence,most brown or black cats who most old bulldogs sniffed stared at most steel fences
monotonicity,entailment,28,every dog who a bulldog stared at was not happy,every bad dog who a bulldog stared at was not happy
monotonicity,contradiction,29,every black mammal was sad,some black mammal was not sad
monotonicity,neutral,30,a bulldog who some rabbit moved away from did not sleep,every bulldog who most good rabbits moved away from did not sleep
monotonicity,contradiction,31,no old animals who were happy moved away from a plastic object,no old animals who were happy moved away from no plastic object
monotonicity,neutral,32,a bat stared at a stallion,every bat stared at every good stallion
monotonicity,contradiction,33,no animals who some beagle stared at touched a brown cat,some animals who every beagle stared at touched a brown cat
monotonicity,contradiction,34,no brown or black bulldogs saw most badgers,some brown or black bulldogs saw most badgers
monotonicity,contradiction,35,some poodle who a young bat sniffed did not run,some poodle who some young bat sniffed did not sleep
monotonicity,entailment,36,some dog did not sniff most hardwood chairs,a dog did not sniff most hardwood chairs
monotonicity,contradiction,37,most cats were sad,a cats were not sad
monotonicity,entailment,38,every old beagle moved towards every object,every old beagle moved towards every old wheelbarrow
monotonicity,entailment,39,every dog who a bulldog stared at was not happy,most dogs who a bad bulldog stared at were not happy
monotonicity,neutral,40,no brown or black horses did not see every wheel,no brown or black mammals did not stare at every object
monotonicity,neutral,41,most brown cats danced,every brown or black mammal danced
monotonicity,contradiction,42,most young horses did not waltz,some young horses did waltzed
monotonicity,entailment,43,no brown or black horses did not see every wheel,no black horses did not see most wheels
monotonicity,entailment,44,a stallion moved away from most newborn dogs who sniffed most wheelbarrows,some stallion moved away from most newborn dogs who sniffed most wheelbarrows
monotonicity,entailment,45,no animals who some beagle stared at touched a brown cat,no cats who some beagle stared at touched most brown cats
monotonicity,neutral,46,a bulldog who some rabbit moved away from did not sleep,most bad bulldogs who some nice rabbit moved away from did not sleep
monotonicity,neutral,47,a dog danced,a bad dog waltzed
monotonicity,contradiction,48,some black dog who every quadruped moved away from ran,no black dog who some quadruped moved away from ran
monotonicity,neutral,49,a rabbit was sad,most nice rabbits were sad
monotonicity,entailment,50,most old rabbits who danced moved,some old mammal who danced moved
monotonicity,neutral,51,most quadrupeds moved,most quadrupeds waltzed
monotonicity,neutral,52,most brown mammals slept,every animal slept
monotonicity,entailment,53,no bulldogs moved,no very nice bulldogs moved
monotonicity,contradiction,54,every old horse inspected no quadrupeds,every old horse did not inspect no nice quadrupeds
monotonicity,entailment,55,every dog who a bulldog stared at was not happy,every dog who a very nice bulldog stared at was not happy
monotonicity,entailment,56,a young quadruped who every mammal stared at swam,some young quadruped who every mammal stared at swam
monotonicity,contradiction,57,a brown mammal who slept swam,a brown mammal who moved swam
monotonicity,neutral,58,no old dogs who were happy scratched every wooden object,no old dogs who were happy scratched a wooden chair
monotonicity,entailment,59,no old animals who were happy moved away from a plastic object,no very old horses who were happy moved away from a plastic object
monotonicity,entailment,60,every old mammal did not touch some object,every old mammal did not hit some wheelbarrow
monotonicity,entailment,61,a stallion moved away from most newborn dogs who sniffed most wheelbarrows,a stallion moved away from some newborn dog who sniffed most wheelbarrows
monotonicity,contradiction,62,most bats scratched a brown or black horse,a bats scratched no brown or black horse
monotonicity,neutral,63,most brown bats who most quadrupeds hit scratched some metal chair,every brown bat who some quadruped hit scratched some metal chair
monotonicity,neutral,64,most old beagles who no bats moved away from moved,every old beagle who no nice bats moved away from swam
monotonicity,neutral,65,some brown or black horse moved towards most wooden objects,most very black horses moved towards most wooden objects
monotonicity,neutral,66,a poodle who no beagles hit was happy,every poodle who no horses hit was happy
monotonicity,entailment,67,some black dog who every quadruped moved away from ran,some black dog who some nice quadruped moved away from ran
monotonicity,contradiction,68,some black dog who every quadruped moved away from ran,some black dog who some quadruped moved away from slept
monotonicity,neutral,69,no young bulldogs inspected every young poodle,no young mammals inspected most very young poodles
monotonicity,entailment,70,most bats waltzed,a mammal waltzed
monotonicity,contradiction,71,every black bat did not stare at some brown mammal who was sad,every black bat did stared at some very brown mammal who was sad
monotonicity,contradiction,72,some black dog who every quadruped moved away from ran,no black dog who most quadruped moved away from ran
monotonicity,entailment,73,most young bats stared at most brown or black bulldogs,most young bats stared at some brown or black bulldog
monotonicity,neutral,74,most old beagles who no poodles hit touched no newborn cats,every beagle who no poodles hit touched no newborn mammals
monotonicity,contradiction,75,every animal who some brown bat hit was sad,every animal who every brown bat hit was not sad
monotonicity,entailment,76,a badger was happy,some badger was happy
monotonicity,neutral,77,most old beagles who no bats moved away from moved,every old animal moved
monotonicity,neutral,78,a quadruped stared at no steel wheels,a quadruped stared at no metal objects
monotonicity,neutral,79,most brown bats who most quadrupeds hit scratched some metal chair,most brown bats who most quadrupeds hit scratched some steal metal chair
monotonicity,entailment,80,no bats were happy,no very bad bats were happy
negation,contradiction,1,"Sharon has only visited San Pedro, Dana has only visited Bristol, Ruth has only visited Nogales, Joann has only visited Americus",Dana didn't visit Bristol
negation,neutral,2,"Deborah has only visited Hanalei, Paula has only visited San Antonio, Lauren has only visited Bossier City, Melissa has only visited Gettysburg",Guadalupe didn't visit Gettysburg
negation,entailment,3,"Ashley has only visited Socorro, Frances has only visited Herkimer, Angela has only visited Auburn",Frances didn't visit Torrance
negation,contradiction,4,"Alma has only visited Chickasaw, Debbie has only visited Pottstown, Sylvia has only visited Long Branch, Carol has only visited San Fernando, Florence has only visited New Hampshire, Donna has only visited Wilmington, Glenda has only visited Highland Park, Amber has only visited Kinston, Minnie has only visited Boone, Christine has only visited Natchitoches, Kathy has only visited Charles Town, Lee has only visited Niles",Glenda didn't visit Highland Park
negation,entailment,5,"Alison has only visited Morgantown, Sue has only visited Dahlonega, Tara has only visited Lake Oswego, Beverly has only visited North Haven, Debbie has only visited Peekskill, Susie has only visited Centralia, Lindsay has only visited Manassas",Tara didn't visit Santa Claus
negation,contradiction,6,"Sandy has only visited Winooski, Barbara has only visited South Dakota, Jean has only visited Nahant, Joy has only visited Pawhuska, Emma has only visited Palmer, Kelly has only visited Sharon, Carolyn has only visited Bellows Falls, Melinda has only visited Menasha, Amelia has only visited Woodward, Blanche has only visited Staunton, Angela has only visited Los Alamos",Emma didn't visit Palmer
negation,entailment,7,"Marcia has only visited Sioux City, Martha has only visited Williamsburg, Brandy has only visited Kingsport, Tammy has only visited Manistee, Marie has only visited Indio, Priscilla has only visited Ocean City, Myrtle has only visited Hobart, Lois has only visited Oakland, Bernice has only visited Saugus, Naomi has only visited Saint George, Yolanda has only visited Peoria",Brandy didn't visit Fort Payne
negation,entailment,8,"Tracey has only visited Erie, Mary has only visited Denver, Kristy has only visited Tarpon Springs, Theresa has only visited Eufaula, Hattie has only visited Ottawa, Opal has only visited Gainesville, Sonia has only visited Cicero, Melissa has only visited Hugo, Ada has only visited Salina, Sandra has only visited Fairhaven, Alicia has only visited Andover",Hattie didn't visit Warwick
negation,contradiction,9,"Ada has only visited Las Vegas, Tanya has only visited Killeen, Kay has only visited Livingston, Misty has only visited Leadville, Clara has only visited Climax, Gloria has only visited Athens, Natalie has only visited Greeneville, Terri has only visited Redmond, Cora has only visited River Forest",Ada didn't visit Las Vegas
negation,contradiction,10,"Sara has only visited Natchitoches, Kristin has only visited Pontiac, Shannon has only visited Lebanon, Vicki has only visited Demopolis",Vicki didn't visit Demopolis
negation,entailment,11,"Hilda has only visited Amesbury, Hazel has only visited Fontana, Heidi has only visited Puyallup, Lola has only visited Pine Bluff, Claudia has only visited Torrance, Elsie has only visited Ashland, June has only visited Columbus, Jill has only visited Naugatuck",Claudia didn't visit Marquette
negation,contradiction,12,"Vivian has only visited Chattanooga, Inez has only visited Lowell, Opal has only visited Orono, Ethel has only visited Branson, Lucille has only visited Arlington Heights",Opal didn't visit Orono
negation,neutral,13,"Cecilia has only visited Pryor, Susan has only visited Wilkes-Barre, Juanita has only visited Fort Collins, Jacqueline has only visited Kentucky, Kathy has only visited Lackawanna, Myrtle has only visited Newark, Molly has only visited Barnstable, Mattie has only visited Kilgore, Eleanor has only visited Artesia, Glenda has only visited Ogden",Denise didn't visit Artesia
negation,entailment,14,"Mae has only visited Wausau, Rosa has only visited Bardstown, Stephanie has only visited Muskogee, Erica has only visited Mount Clemens, Myrtle has only visited Herrin, Maryann has only visited Westminster, Emma has only visited Bremerton, Dana has only visited McCook, Joann has only visited Philadelphia, Grace has only visited Pryor, Jessie has only visited Brookings, Maria has only visited Mystic",Maryann didn't visit Cocoa Beach
negation,contradiction,15,"Vanessa has only visited Taunton, Debbie has only visited Arkansas Post, Natalie has only visited Granite City, Caroline has only visited North Little Rock, Lynn has only visited Willimantic, Kay has only visited Ocean Springs, Mattie has only visited Arlington",Debbie didn't visit Arkansas Post
negation,neutral,16,"Deborah has only visited Dayton, Lillian has only visited Kennewick, Nicole has only visited Chapel Hill, Rebecca has only visited Bloomington, Hattie has only visited Santa Claus, Rosa has only visited Evansville, Marcia has only visited West Covina, Nellie has only visited Golden, Mabel has only visited Petersburg, Edna has only visited Missoula, Louise has only visited Bath, Verna has only visited Fort Scott",Janet didn't visit Petersburg
negation,contradiction,17,"Natasha has only visited Alma, Candace has only visited Oshkosh, Roberta has only visited Spartanburg, Violet has only visited Jim Thorpe, Karen has only visited Great Bend, Ida has only visited West Des Moines, Misty has only visited Middletown, Cynthia has only visited Leavenworth, April has only visited Branford, Tracy has only visited Paducah, Isabel has only visited Bend",Karen didn't visit Great Bend
negation,contradiction,18,"Stella has only visited Williamsport, Geraldine has only visited Effingham, Kimberly has only visited Glendale, Lynda has only visited Green Bay, Yolanda has only visited McAlester, Hazel has only visited Maine, Belinda has only visited Sallisaw, Tina has only visited Simsbury, Rosa has only visited Altoona, Courtney has only visited Minnesota",Belinda didn't visit Sallisaw
negation,neutral,19,"Toni has only visited Talladega, Agnes has only visited Idaho Falls, Thelma has only visited Towson, Melanie has only visited Richardson, Sara has only visited Camden, Julia has only visited Derby, Colleen has only visited Walsenburg",Daisy didn't visit Talladega
negation,neutral,20,"Anne has only visited Phenix City, Cora has only visited Richmond, Jennifer has only visited Charlestown, Glenda has only visited Palmer, Amy has only visited Honaunau, Melanie has only visited Sun Valley, Jessie has only visited Peekskill",Jean didn't visit Honaunau
negation,neutral,21,"Cindy has only visited Charlevoix, Cheryl has only visited Pawtucket, Ada has only visited Winter Haven, Gladys has only visited Elwood, Jo has only visited Laguna Beach, Bessie has only visited Midland, Sylvia has only visited Portage, Kim has only visited Sherman, Melissa has only visited Ely, Deanna has only visited Sag Harbor, Maureen has only visited Naperville, Kathleen has only visited Wilkes-Barre",Genevieve didn't visit Portage
negation,neutral,22,"Marguerite has only visited Bristol, Stacey has only visited Sturgeon Bay, Geneva has only visited East Greenwich, Regina has only visited Ecorse, Naomi has only visited Bennington, Blanche has only visited Grafton, Judith has only visited Beacon, Holly has only visited Alexandria, Annie has only visited Scarborough, Bonnie has only visited Red Cloud, Phyllis has only visited Moorhead",Debbie didn't visit Beacon
negation,entailment,23,"Vickie has only visited Streator, Julie has only visited Naperville, Pauline has only visited Yankton, Samantha has only visited Altus, Barbara has only visited Bethlehem, Kimberly has only visited Dahlonega, Penny has only visited Hutchinson, Vicki has only visited Sharon",Samantha didn't visit Dallas
negation,entailment,24,"Deanna has only visited Clarksdale, Carolyn has only visited Pompano Beach, Misty has only visited Port Arthur, Lydia has only visited Danville",Carolyn didn't visit Ely
negation,contradiction,25,"Melody has only visited Columbia, Marlene has only visited Prescott, Kristina has only visited Detroit, Joan has only visited Harrodsburg, Wendy has only visited Saint Joseph",Kristina didn't visit Detroit
negation,neutral,26,"Vera has only visited West Orange, Sonya has only visited Kearney, Gail has only visited Iron Mountain, Hilda has only visited Salem, Jamie has only visited Wheeling",Judy didn't visit West Orange
negation,contradiction,27,"Terry has only visited Windsor, Cora has only visited Muscatine, Kimberly has only visited Coventry, Mary has only visited Staten Island, Theresa has only visited Westerly, Kristina has only visited Crystal City, Nellie has only visited Anderson, Katie has only visited Garland, Amelia has only visited Pharr",Katie didn't visit Garland
negation,entailment,28,"Julie has only visited Livonia, Ellen has only visited Beaufort, Vera has only visited Lawton, Erica has only visited Windsor, Brandy has only visited Salem, Emily has only visited Warm Springs, Sabrina has only visited Greenville",Brandy didn't visit Greenwood
negation,neutral,29,"Vicki has only visited Palmer, Isabel has only visited Wyandotte, Viola has only visited Largo, Cora has only visited Orono",Sonya didn't visit Wyandotte
negation,neutral,30,"Jeanette has only visited Omaha, Jennifer has only visited Richmond, Lydia has only visited Simi Valley, Bobbie has only visited Lubec",Colleen didn't visit Simi Valley
negation,entailment,31,"Shannon has only visited Jacksonville, Kimberly has only visited South Charleston, Donna has only visited Newton, Regina has only visited Bonners Ferry, Stacy has only visited Del Rio, Jennifer has only visited Belleville",Kimberly didn't visit Anaconda
negation,entailment,32,"Lisa has only visited Levittown, Carrie has only visited Port Arthur, Billie has only visited Las Vegas, Irma has only visited South Orange Village, Cassandra has only visited Yazoo City, Candace has only visited Harwich, Jill has only visited Lisle, Constance has only visited Peekskill",Candace didn't visit Panguitch
negation,neutral,33,"Kathryn has only visited Nauvoo, Joyce has only visited San Bernardino",Tiffany didn't visit San Bernardino
negation,entailment,34,"Lois has only visited Bluefield, Juana has only visited International Falls, Josephine has only visited Corvallis, Katherine has only visited San Diego",Lois didn't visit Sandusky
negation,neutral,35,"Eileen has only visited Ashtabula, Eleanor has only visited New Castle, Hazel has only visited Junction City, Monique has only visited Daytona Beach, Belinda has only visited Aberdeen, Regina has only visited Akron, Monica has only visited Sheridan, Wanda has only visited Petoskey, Viola has only visited Clinton, Cora has only visited Clarksville",Rosemary didn't visit Clinton
negation,contradiction,36,"Bernice has only visited Monterey, Ann has only visited Kansas City",Ann didn't visit Kansas City
negation,contradiction,37,"Janet has only visited Cahokia, Priscilla has only visited Potsdam, Ramona has only visited Thousand Oaks, Katherine has only visited New Glarus, Jessie has only visited Des Moines, Dorothy has only visited Janesville, Lauren has only visited Fredonia, Lori has only visited Cleveland Heights, Fannie has only visited Harwich",Ramona didn't visit Thousand Oaks
negation,neutral,38,"Anita has only visited Cranford, Alison has only visited West Virginia, Terry has only visited Leavenworth, Cheryl has only visited Redondo Beach, Beverly has only visited Ipswich, Maxine has only visited Memphis, Sylvia has only visited Cocoa Beach, Lee has only visited Vinita, Shelly has only visited Jamestown",Shirley didn't visit Ipswich
negation,contradiction,39,"Genevieve has only visited Harmony, Dana has only visited Waco, Teresa has only visited Irvine, Lindsey has only visited Athens, Inez has only visited Ossining, Holly has only visited Pittsburg, Tiffany has only visited Lebanon",Genevieve didn't visit Harmony
negation,entailment,40,"Gloria has only visited New Castle, Darlene has only visited Park Forest, Thelma has only visited Barberton, Brandi has only visited State College, Mary has only visited Wilmette, Amy has only visited Painesville, Harriet has only visited Brattleboro, Sandra has only visited The Village",Amy didn't visit Indianapolis
negation,entailment,41,"Genevieve has only visited Aberdeen, Cassandra has only visited Stockbridge, Katie has only visited Elizabethton, Renee has only visited Durham, Paula has only visited Ludington",Cassandra didn't visit Port Washington
negation,entailment,42,"Kim has only visited Chandler, Jamie has only visited Delaware, Jill has only visited Tucumcari",Jill didn't visit Seward
negation,neutral,43,"Dolores has only visited Ann Arbor, Connie has only visited Alhambra, Anna has only visited Nome, Hilda has only visited New Brunswick, Becky has only visited Carthage, Cathy has only visited Dalton, Donna has only visited Orange, Glenda has only visited Batavia, Lola has only visited Saint Augustine, Janie has only visited Montpelier, Yvonne has only visited Bay City, Pamela has only visited Portage",Jamie didn't visit Alhambra
negation,contradiction,44,"Edna has only visited Portsmouth, Lillie has only visited Cooperstown, Kimberly has only visited New Orleans",Lillie didn't visit Cooperstown
negation,entailment,45,"Barbara has only visited Eugene, Monique has only visited Ventura, Minnie has only visited Carmel",Barbara didn't visit Glendale
negation,entailment,46,"Norma has only visited Mansfield, Katie has only visited Winnemucca, Amanda has only visited Ambridge, Joanne has only visited Salem, Joann has only visited Homer, Marcia has only visited Sandusky, Ashley has only visited Ashland, Marilyn has only visited Newton, Clara has only visited Gallup, Carol has only visited Bainbridge, Eleanor has only visited Oregon City",Joanne didn't visit Coney Island
negation,contradiction,47,"Amanda has only visited Bourne, Connie has only visited Manhattan, Sherri has only visited Shaker Heights, Monica has only visited Oregon, Leah has only visited Livermore",Connie didn't visit Manhattan
